file_name,date,latitude,longitude,plant_name,probability
BuddlejaDavidiiStrauch.jpg,2007-07-23,,,Buddleja davidii,0.9661169824939888
IMG_20221020_160213.jpg,2022-10-20,49.209547972222225,16.600138972222222,Tradescantia pallida,0.96564609876907
Leucojum.jpg,2010-03-30,,,Leucojum vernum,0.9577331832396522
digitalis.jpg,,,,Digitalis purpurea,0.8862907108030358
